"STATISTIC Label","Year","Type of Cattle","Region and County","UNIT","VALUE"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Monaghan","000 Head","11.1"
"Number of Cattle in June","2020","Cattle male: 2 years and over","West","000 Head","58.6"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Galway","000 Head","29.1"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Mayo","000 Head","15"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Roscommon","000 Head","14.6"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Southern","000 Head","203.6"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Mid-West","000 Head","93.7"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Clare","000 Head","16.8"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Limerick","000 Head","29.4"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Tipperary","000 Head","47.4"
"Number of Cattle in June","2020","Cattle male: 2 years and over","South-East","000 Head","52.4"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Carlow","000 Head","5.4"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Kilkenny","000 Head","21.1"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Wexford","000 Head","11.9"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Waterford","000 Head","14"
"Number of Cattle in June","2020","Cattle male: 2 years and over","South-West","000 Head","57.6"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Cork","000 Head","45.2"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Kerry","000 Head","12.4"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Eastern and Midland","000 Head","115.9"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Dublin","000 Head","1.6"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Dublin and Mid-East","000 Head","57"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Kildare","000 Head","16.4"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Louth","000 Head","7.9"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Meath","000 Head","25.7"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Wicklow","000 Head","5.5"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Midland","000 Head","58.9"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Laois","000 Head","17.8"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Longford","000 Head","7.7"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Offaly","000 Head","17.7"
"Number of Cattle in June","2020","Cattle male: 2 years and over","Westmeath","000 Head","15.6"
"Number of Cattle in June","2020","Cattle female: 2 years and over","State","000 Head","389"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Northern and Western","000 Head","120.5"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Border","000 Head","50.7"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Leitrim","000 Head","4.2"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Sligo","000 Head","8.2"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Cavan","000 Head","13.9"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Donegal","000 Head","10"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Monaghan","000 Head","14.4"
"Number of Cattle in June","2020","Cattle female: 2 years and over","West","000 Head","69.8"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Galway","000 Head","31.4"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Mayo","000 Head","20.5"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Roscommon","000 Head","17.9"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Southern","000 Head","158.9"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Mid-West","000 Head","65.3"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Clare","000 Head","15.2"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Limerick","000 Head","21"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Tipperary","000 Head","29"
"Number of Cattle in June","2020","Cattle female: 2 years and over","South-East","000 Head","41.4"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Carlow","000 Head","5.9"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Kilkenny","000 Head","12.7"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Wexford","000 Head","12.8"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Waterford","000 Head","10"
"Number of Cattle in June","2020","Cattle female: 2 years and over","South-West","000 Head","52.2"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Cork","000 Head","36.3"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Kerry","000 Head","15.9"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Eastern and Midland","000 Head","109.6"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Dublin","000 Head","3.4"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Dublin and Mid-East","000 Head","52.8"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Kildare","000 Head","10.2"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Louth","000 Head","8.6"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Meath","000 Head","23.7"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Wicklow","000 Head","6.9"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Midland","000 Head","56.7"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Laois","000 Head","12.5"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Longford","000 Head","8.6"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Offaly","000 Head","16.7"
"Number of Cattle in June","2020","Cattle female: 2 years and over","Westmeath","000 Head","18.8"
"Number of Cattle in June","2020","Cattle: 1-2 years","State","000 Head","1795.8"
"Number of Cattle in June","2020","Cattle: 1-2 years","Northern and Western","000 Head","433.4"
"Number of Cattle in June","2020","Cattle: 1-2 years","Border","000 Head","199.2"
"Number of Cattle in June","2020","Cattle: 1-2 years","Leitrim","000 Head","11"
"Number of Cattle in June","2020","Cattle: 1-2 years","Sligo","000 Head","25.8"
"Number of Cattle in June","2020","Cattle: 1-2 years","Cavan","000 Head","55.1"
"Number of Cattle in June","2020","Cattle: 1-2 years","Donegal","000 Head","48.6"
"Number of Cattle in June","2020","Cattle: 1-2 years","Monaghan","000 Head","58.8"
"Number of Cattle in June","2020","Cattle: 1-2 years","West","000 Head","234.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Galway","000 Head","111.1"
"Number of Cattle in June","2020","Cattle: 1-2 years","Mayo","000 Head","66.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Roscommon","000 Head","56.8"
"Number of Cattle in June","2020","Cattle: 1-2 years","Southern","000 Head","931.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Mid-West","000 Head","355.9"
"Number of Cattle in June","2020","Cattle: 1-2 years","Clare","000 Head","63.6"
"Number of Cattle in June","2020","Cattle: 1-2 years","Limerick","000 Head","109.8"
"Number of Cattle in June","2020","Cattle: 1-2 years","Tipperary","000 Head","182.5"
"Number of Cattle in June","2020","Cattle: 1-2 years","South-East","000 Head","264.9"
"Number of Cattle in June","2020","Cattle: 1-2 years","Carlow","000 Head","29.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Kilkenny","000 Head","97.5"
"Number of Cattle in June","2020","Cattle: 1-2 years","Wexford","000 Head","75.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Waterford","000 Head","62.7"
"Number of Cattle in June","2020","Cattle: 1-2 years","South-West","000 Head","310.6"
"Number of Cattle in June","2020","Cattle: 1-2 years","Cork","000 Head","243.6"
"Number of Cattle in June","2020","Cattle: 1-2 years","Kerry","000 Head","67"
"Number of Cattle in June","2020","Cattle: 1-2 years","Eastern and Midland","000 Head","431"
"Number of Cattle in June","2020","Cattle: 1-2 years","Dublin","000 Head","6.9"
"Number of Cattle in June","2020","Cattle: 1-2 years","Dublin and Mid-East","000 Head","187.5"
"Number of Cattle in June","2020","Cattle: 1-2 years","Kildare","000 Head","41.2"
"Number of Cattle in June","2020","Cattle: 1-2 years","Louth","000 Head","23"
"Number of Cattle in June","2020","Cattle: 1-2 years","Meath","000 Head","86.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Wicklow","000 Head","30.1"
"Number of Cattle in June","2020","Cattle: 1-2 years","Midland","000 Head","243.5"
"Number of Cattle in June","2020","Cattle: 1-2 years","Laois","000 Head","73.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Longford","000 Head","30.6"
"Number of Cattle in June","2020","Cattle: 1-2 years","Offaly","000 Head","77.3"
"Number of Cattle in June","2020","Cattle: 1-2 years","Westmeath","000 Head","62.2"
"Number of Cattle in June","2020","Cattle male: 1-2 years","State","000 Head","789.9"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Northern and Western","000 Head","191.2"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Border","000 Head","86.9"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Leitrim","000 Head","3.5"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Sligo","000 Head","10.4"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Cavan","000 Head","21.8"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Donegal","000 Head","24"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Monaghan","000 Head","27.2"
"Number of Cattle in June","2020","Cattle male: 1-2 years","West","000 Head","104.3"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Galway","000 Head","50.2"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Mayo","000 Head","28.8"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Roscommon","000 Head","25.4"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Southern","000 Head","405.9"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Mid-West","000 Head","166.9"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Clare","000 Head","30.5"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Limerick","000 Head","49.7"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Tipperary","000 Head","86.7"
"Number of Cattle in June","2020","Cattle male: 1-2 years","South-East","000 Head","118.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Carlow","000 Head","13.8"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Kilkenny","000 Head","46.5"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Wexford","000 Head","32.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Waterford","000 Head","25.6"
"Number of Cattle in June","2020","Cattle male: 1-2 years","South-West","000 Head","120.9"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Cork","000 Head","97.5"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Kerry","000 Head","23.4"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Eastern and Midland","000 Head","192.7"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Dublin","000 Head","2.7"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Dublin and Mid-East","000 Head","83.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Kildare","000 Head","20.7"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Louth","000 Head","9.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Meath","000 Head","38.6"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Wicklow","000 Head","12.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Midland","000 Head","109.6"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Laois","000 Head","36.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Longford","000 Head","13.8"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Offaly","000 Head","34.1"
"Number of Cattle in June","2020","Cattle male: 1-2 years","Westmeath","000 Head","25.6"
"Number of Cattle in June","2020","Cattle female: 1-2 years","State","000 Head","1005.9"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Northern and Western","000 Head","242.2"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Border","000 Head","112.3"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Leitrim","000 Head","7.5"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Sligo","000 Head","15.4"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Cavan","000 Head","33.3"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Donegal","000 Head","24.6"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Monaghan","000 Head","31.5"
"Number of Cattle in June","2020","Cattle female: 1-2 years","West","000 Head","129.9"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Galway","000 Head","61"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Mayo","000 Head","37.5"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Roscommon","000 Head","31.4"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Southern","000 Head","525.4"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Mid-West","000 Head","188.9"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Clare","000 Head","33.1"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Limerick","000 Head","60"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Tipperary","000 Head","95.8"
"Number of Cattle in June","2020","Cattle female: 1-2 years","South-East","000 Head","146.8"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Carlow","000 Head","15.5"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Kilkenny","000 Head","51"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Wexford","000 Head","43.2"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Waterford","000 Head","37.1"
"Number of Cattle in June","2020","Cattle female: 1-2 years","South-West","000 Head","189.7"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Cork","000 Head","146"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Kerry","000 Head","43.6"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Eastern and Midland","000 Head","238.2"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Dublin","000 Head","4.2"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Dublin and Mid-East","000 Head","104.3"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Kildare","000 Head","20.5"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Louth","000 Head","13.9"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Meath","000 Head","47.7"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Wicklow","000 Head","18"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Midland","000 Head","133.9"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Laois","000 Head","37.2"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Longford","000 Head","16.9"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Offaly","000 Head","43.2"
"Number of Cattle in June","2020","Cattle female: 1-2 years","Westmeath","000 Head","36.6"
"Number of Cattle in June","2020","Cattle: under 1 year","State","000 Head","2117.1"
"Number of Cattle in June","2020","Cattle: under 1 year","Northern and Western","000 Head","531.5"
"Number of Cattle in June","2020","Cattle: under 1 year","Border","000 Head","249.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Leitrim","000 Head","22.5"
"Number of Cattle in June","2020","Cattle: under 1 year","Sligo","000 Head","35.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Cavan","000 Head","69.9"
"Number of Cattle in June","2020","Cattle: under 1 year","Donegal","000 Head","59.1"
"Number of Cattle in June","2020","Cattle: under 1 year","Monaghan","000 Head","62.5"
"Number of Cattle in June","2020","Cattle: under 1 year","West","000 Head","282.4"
"Number of Cattle in June","2020","Cattle: under 1 year","Galway","000 Head","134"
"Number of Cattle in June","2020","Cattle: under 1 year","Mayo","000 Head","85.5"
"Number of Cattle in June","2020","Cattle: under 1 year","Roscommon","000 Head","62.9"
"Number of Cattle in June","2020","Cattle: under 1 year","Southern","000 Head","1142.9"
"Number of Cattle in June","2020","Cattle: under 1 year","Mid-West","000 Head","427.3"
"Number of Cattle in June","2020","Cattle: under 1 year","Clare","000 Head","91.6"
"Number of Cattle in June","2020","Cattle: under 1 year","Limerick","000 Head","131.7"
"Number of Cattle in June","2020","Cattle: under 1 year","Tipperary","000 Head","204"
"Number of Cattle in June","2020","Cattle: under 1 year","South-East","000 Head","301.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Carlow","000 Head","32.4"
"Number of Cattle in June","2020","Cattle: under 1 year","Kilkenny","000 Head","108.6"
"Number of Cattle in June","2020","Cattle: under 1 year","Wexford","000 Head","86.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Waterford","000 Head","73.9"
"Number of Cattle in June","2020","Cattle: under 1 year","South-West","000 Head","414.4"
"Number of Cattle in June","2020","Cattle: under 1 year","Cork","000 Head","311.4"
"Number of Cattle in June","2020","Cattle: under 1 year","Kerry","000 Head","103"
"Number of Cattle in June","2020","Cattle: under 1 year","Eastern and Midland","000 Head","442.6"
"Number of Cattle in June","2020","Cattle: under 1 year","Dublin","000 Head","6.1"
"Number of Cattle in June","2020","Cattle: under 1 year","Dublin and Mid-East","000 Head","191.4"
"Number of Cattle in June","2020","Cattle: under 1 year","Kildare","000 Head","36.6"
"Number of Cattle in June","2020","Cattle: under 1 year","Louth","000 Head","24.3"
"Number of Cattle in June","2020","Cattle: under 1 year","Meath","000 Head","84.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Wicklow","000 Head","40.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Midland","000 Head","251.2"
"Number of Cattle in June","2020","Cattle: under 1 year","Laois","000 Head","77"
"Number of Cattle in June","2020","Cattle: under 1 year","Longford","000 Head","34.3"
"Number of Cattle in June","2020","Cattle: under 1 year","Offaly","000 Head","75.7"
"Number of Cattle in June","2020","Cattle: under 1 year","Westmeath","000 Head","64.2"
"Number of Cattle in June","2020","Cattle male: under 1 year","State","000 Head","1013.2"
"Number of Cattle in June","2020","Cattle male: under 1 year","Northern and Western","000 Head","262.7"
"Number of Cattle in June","2020","Cattle male: under 1 year","Border","000 Head","122.6"
"Number of Cattle in June","2020","Cattle male: under 1 year","Leitrim","000 Head","10.9"
"Number of Cattle in June","2020","Cattle male: under 1 year","Sligo","000 Head","16.9"
"Number of Cattle in June","2020","Cattle male: under 1 year","Cavan","000 Head","33.3"
"Number of Cattle in June","2020","Cattle male: under 1 year","Donegal","000 Head","30.9"
"Number of Cattle in June","2020","Cattle male: under 1 year","Monaghan","000 Head","30.6"
"Number of Cattle in June","2020","Cattle male: under 1 year","West","000 Head","140.1"
"Number of Cattle in June","2020","Cattle male: under 1 year","Galway","000 Head","66.4"
"Number of Cattle in June","2020","Cattle male: under 1 year","Mayo","000 Head","42.1"
"Number of Cattle in June","2020","Cattle male: under 1 year","Roscommon","000 Head","31.6"
"Number of Cattle in June","2020","Cattle male: under 1 year","Southern","000 Head","536"
"Number of Cattle in June","2020","Cattle male: under 1 year","Mid-West","000 Head","211.9"
"Number of Cattle in June","2020","Cattle male: under 1 year","Clare","000 Head","45.9"
"Number of Cattle in June","2020","Cattle male: under 1 year","Limerick","000 Head","64.5"
"Number of Cattle in June","2020","Cattle male: under 1 year","Tipperary","000 Head","101.5"
"Number of Cattle in June","2020","Cattle male: under 1 year","South-East","000 Head","140.7"
"Number of Cattle in June","2020","Cattle male: under 1 year","Carlow","000 Head","16.1"
"Number of Cattle in June","2020","Cattle male: under 1 year","Kilkenny","000 Head","52.2"
"Number of Cattle in June","2020","Cattle male: under 1 year","Wexford","000 Head","40"
"Number of Cattle in June","2020","Cattle male: under 1 year","Waterford","000 Head","32.4"
"Number of Cattle in June","2020","Cattle male: under 1 year","South-West","000 Head","183.4"
"Number of Cattle in June","2020","Cattle male: under 1 year","Cork","000 Head","137.8"
"Number of Cattle in June","2020","Cattle male: under 1 year","Kerry","000 Head","45.6"
"Number of Cattle in June","2020","Cattle male: under 1 year","Eastern and Midland","000 Head","214.5"
"Number of Cattle in June","2020","Cattle male: under 1 year","Dublin","000 Head","2.8"
"Number of Cattle in June","2020","Cattle male: under 1 year","Dublin and Mid-East","000 Head","89.8"
"Number of Cattle in June","2020","Cattle male: under 1 year","Kildare","000 Head","17.6"
"Number of Cattle in June","2020","Cattle male: under 1 year","Louth","000 Head","11"
"Number of Cattle in June","2020","Cattle male: under 1 year","Meath","000 Head","39.4"
"Number of Cattle in June","2020","Cattle male: under 1 year","Wicklow","000 Head","19"
"Number of Cattle in June","2020","Cattle male: under 1 year","Midland","000 Head","124.7"
"Number of Cattle in June","2020","Cattle male: under 1 year","Laois","000 Head","39"
"Number of Cattle in June","2020","Cattle male: under 1 year","Longford","000 Head","16.9"
"Number of Cattle in June","2020","Cattle male: under 1 year","Offaly","000 Head","38.2"
"Number of Cattle in June","2020","Cattle male: under 1 year","Westmeath","000 Head","30.5"
"Number of Cattle in June","2020","Cattle female: under 1 year","State","000 Head","1103.9"
"Number of Cattle in June","2020","Cattle female: under 1 year","Northern and Western","000 Head","268.8"
"Number of Cattle in June","2020","Cattle female: under 1 year","Border","000 Head","126.5"
"Number of Cattle in June","2020","Cattle female: under 1 year","Leitrim","000 Head","11.6"
"Number of Cattle in June","2020","Cattle female: under 1 year","Sligo","000 Head","18.3"
"Number of Cattle in June","2020","Cattle female: under 1 year","Cavan","000 Head","36.6"
"Number of Cattle in June","2020","Cattle female: under 1 year","Donegal","000 Head","28.1"
"Number of Cattle in June","2020","Cattle female: under 1 year","Monaghan","000 Head","31.9"
"Number of Cattle in June","2020","Cattle female: under 1 year","West","000 Head","142.3"
"Number of Cattle in June","2020","Cattle female: under 1 year","Galway","000 Head","67.6"
"Number of Cattle in June","2020","Cattle female: under 1 year","Mayo","000 Head","43.4"
"Number of Cattle in June","2020","Cattle female: under 1 year","Roscommon","000 Head","31.3"
"Number of Cattle in June","2020","Cattle female: under 1 year","Southern","000 Head","606.9"
"Number of Cattle in June","2020","Cattle female: under 1 year","Mid-West","000 Head","215.4"
"Number of Cattle in June","2020","Cattle female: under 1 year","Clare","000 Head","45.7"
"Number of Cattle in June","2020","Cattle female: under 1 year","Limerick","000 Head","67.2"
"Number of Cattle in June","2020","Cattle female: under 1 year","Tipperary","000 Head","102.5"
"Number of Cattle in June","2020","Cattle female: under 1 year","South-East","000 Head","160.5"
"Number of Cattle in June","2020","Cattle female: under 1 year","Carlow","000 Head","16.3"
"Number of Cattle in June","2020","Cattle female: under 1 year","Kilkenny","000 Head","56.5"
"Number of Cattle in June","2020","Cattle female: under 1 year","Wexford","000 Head","46.2"
"Number of Cattle in June","2020","Cattle female: under 1 year","Waterford","000 Head","41.6"
"Number of Cattle in June","2020","Cattle female: under 1 year","South-West","000 Head","231"
"Number of Cattle in June","2020","Cattle female: under 1 year","Cork","000 Head","173.6"
"Number of Cattle in June","2020","Cattle female: under 1 year","Kerry","000 Head","57.4"
"Number of Cattle in June","2020","Cattle female: under 1 year","Eastern and Midland","000 Head","228.1"
"Number of Cattle in June","2020","Cattle female: under 1 year","Dublin","000 Head","3.2"
"Number of Cattle in June","2020","Cattle female: under 1 year","Dublin and Mid-East","000 Head","101.6"
"Number of Cattle in June","2020","Cattle female: under 1 year","Kildare","000 Head","19.1"
"Number of Cattle in June","2020","Cattle female: under 1 year","Louth","000 Head","13.3"
"Number of Cattle in June","2020","Cattle female: under 1 year","Meath","000 Head","44.9"
"Number of Cattle in June","2020","Cattle female: under 1 year","Wicklow","000 Head","21.2"
"Number of Cattle in June","2020","Cattle female: under 1 year","Midland","000 Head","126.5"
"Number of Cattle in June","2020","Cattle female: under 1 year","Laois","000 Head","38"
"Number of Cattle in June","2020","Cattle female: under 1 year","Longford","000 Head","17.4"
"Number of Cattle in June","2020","Cattle female: under 1 year","Offaly","000 Head","37.4"
"Number of Cattle in June","2020","Cattle female: under 1 year","Westmeath","000 Head","33.7"
"Number of Cattle in June","2020","Total cattle: male","State","000 Head","2264.9"
"Number of Cattle in June","2020","Total cattle: male","Northern and Western","000 Head","560.7"
"Number of Cattle in June","2020","Total cattle: male","Border","000 Head","248.6"
"Number of Cattle in June","2020","Total cattle: male","Leitrim","000 Head","16.3"
"Number of Cattle in June","2020","Total cattle: male","Sligo","000 Head","33"
"Number of Cattle in June","2020","Total cattle: male","Cavan","000 Head","66"
"Number of Cattle in June","2020","Total cattle: male","Donegal","000 Head","62.6"
"Number of Cattle in June","2020","Total cattle: male","Monaghan","000 Head","70.7"
"Number of Cattle in June","2020","Total cattle: male","West","000 Head","312.1"
"Number of Cattle in June","2020","Total cattle: male","Galway","000 Head","149.7"
"Number of Cattle in June","2020","Total cattle: male","Mayo","000 Head","88.6"
"Number of Cattle in June","2020","Total cattle: male","Roscommon","000 Head","73.8"
"Number of Cattle in June","2020","Total cattle: male","Southern","000 Head","1171.4"
"Number of Cattle in June","2020","Total cattle: male","Mid-West","000 Head","482.3"
"Number of Cattle in June","2020","Total cattle: male","Clare","000 Head","96.4"
"Number of Cattle in June","2020","Total cattle: male","Limerick","000 Head","146.5"
"Number of Cattle in June","2020","Total cattle: male","Tipperary","000 Head","239.4"
"Number of Cattle in June","2020","Total cattle: male","South-East","000 Head","317.5"
"Number of Cattle in June","2020","Total cattle: male","Carlow","000 Head","36.2"
"Number of Cattle in June","2020","Total cattle: male","Kilkenny","000 Head","121.9"
"Number of Cattle in June","2020","Total cattle: male","Wexford","000 Head","85.9"
"Number of Cattle in June","2020","Total cattle: male","Waterford","000 Head","73.5"
"Number of Cattle in June","2020","Total cattle: male","South-West","000 Head","371.6"
"Number of Cattle in June","2020","Total cattle: male","Cork","000 Head","287.5"
"Number of Cattle in June","2020","Total cattle: male","Kerry","000 Head","84.1"
"Number of Cattle in June","2020","Total cattle: male","Eastern and Midland","000 Head","532.8"
"Number of Cattle in June","2020","Total cattle: male","Dublin","000 Head","7.3"
"Number of Cattle in June","2020","Total cattle: male","Dublin and Mid-East","000 Head","233.9"
"Number of Cattle in June","2020","Total cattle: male","Kildare","000 Head","55.4"
"Number of Cattle in June","2020","Total cattle: male","Louth","000 Head","28.5"
"Number of Cattle in June","2020","Total cattle: male","Meath","000 Head","105.1"
"Number of Cattle in June","2020","Total cattle: male","Wicklow","000 Head","37.6"
"Number of Cattle in June","2020","Total cattle: male","Midland","000 Head","298.9"
"Number of Cattle in June","2020","Total cattle: male","Laois","000 Head","94.5"
"Number of Cattle in June","2020","Total cattle: male","Longford","000 Head","39.6"
"Number of Cattle in June","2020","Total cattle: male","Offaly","000 Head","91.4"
"Number of Cattle in June","2020","Total cattle: male","Westmeath","000 Head","73.3"
"Number of Cattle in June","2020","Total cattle: female","State","000 Head","5049.7"
"Number of Cattle in June","2020","Total cattle: female","Northern and Western","000 Head","1204.4"
"Number of Cattle in June","2020","Total cattle: female","Border","000 Head","567.4"
"Number of Cattle in June","2020","Total cattle: female","Leitrim","000 Head","49"
"Number of Cattle in June","2020","Total cattle: female","Sligo","000 Head","80.5"
"Number of Cattle in June","2020","Total cattle: female","Cavan","000 Head","165.8"
"Number of Cattle in June","2020","Total cattle: female","Donegal","000 Head","124.6"
"Number of Cattle in June","2020","Total cattle: female","Monaghan","000 Head","147.5"
"Number of Cattle in June","2020","Total cattle: female","West","000 Head","637"
"Number of Cattle in June","2020","Total cattle: female","Galway","000 Head","299.4"
"Number of Cattle in June","2020","Total cattle: female","Mayo","000 Head","194.6"
"Number of Cattle in June","2020","Total cattle: female","Roscommon","000 Head","143.1"
"Number of Cattle in June","2020","Total cattle: female","Southern","000 Head","2789.1"
"Number of Cattle in June","2020","Total cattle: female","Mid-West","000 Head","970.5"
"Number of Cattle in June","2020","Total cattle: female","Clare","000 Head","199.8"
"Number of Cattle in June","2020","Total cattle: female","Limerick","000 Head","309.8"
"Number of Cattle in June","2020","Total cattle: female","Tipperary","000 Head","460.9"
"Number of Cattle in June","2020","Total cattle: female","South-East","000 Head","735.5"
